n,distribution,chromatic_number,clique_number,max_independent_set_size,domination_number,min_clique_cover_size,chromatic_number_norm,clique_number_norm,max_independent_set_size_norm,domination_number_norm,min_clique_cover_size_norm,chromatic_to_clique_ratio,chromatic_to_max_independent_ratio,clique_to_max_independent_ratio,domination_to_clique_ratio,min_clique_cover_to_chromatic_ratio,chromatic_minus_clique,min_clique_cover_minus_chromatic,max_independent_plus_clique,chromatic_number_sq,clique_number_sq,max_independent_set_size_sq,chromatic_clique_product,chromatic_number_log,clique_number_sqrt,n_sq,n_inv,n_bin_medium,n_bin_large,chromatic_number_norm_x_clique_number_norm
350,0,105,97,12,341,16,0.3,0.27714285714285714,0.03428571428571429,0.9742857142857143,0.045714285714285714,1.0824742268041236,8.75,8.083333333333334,3.515463917525773,0.1523809523809524,8,-89,109,11025,9409,144,10185,4.663439094112067,9.848857801796104,122500,0.002857142857142857,False,True,0.08314285714285714
25,1,12,9,5,16,5,0.48,0.36,0.2,0.64,0.2,1.3333333333333333,2.4,1.8,1.7777777777777777,0.4166666666666667,3,-7,14,144,81,25,108,2.5649493574615367,3.0,625,0.04,False,False,0.17279999999999998
350,1,169,153,9,341,12,0.4828571428571429,0.43714285714285717,0.025714285714285714,0.9742857142857143,0.03428571428571429,1.1045751633986929,18.77777777777778,17.0,2.2287581699346406,0.07100591715976332,16,-157,162,28561,23409,81,25857,5.135798437050262,12.36931687685298,122500,0.002857142857142857,False,True,0.21107755102040818
400,0,120,120,10,372,13,0.3,0.3,0.025,0.93,0.0325,1.0,12.0,12.0,3.1,0.10833333333333334,0,-107,130,14400,14400,100,14400,4.795790545596741,10.954451150103322,160000,0.0025,False,True,0.09
150,0,48,48,9,142,10,0.32,0.32,0.06,0.9466666666666667,0.06666666666666667,1.0,5.333333333333333,5.333333333333333,2.9583333333333335,0.20833333333333334,0,-38,57,2304,2304,81,2304,3.8918202981106265,6.928203230275509,22500,0.006666666666666667,True,False,0.1024
500,1,225,182,14,499,16,0.45,0.364,0.028,0.998,0.032,1.2362637362637363,16.071428571428573,13.0,2.741758241758242,0.07111111111111111,43,-209,196,50625,33124,196,40950,5.420534999272286,13.490737563232042,250000,0.002,False,True,0.1638
50,0,16,16,7,46,7,0.32,0.32,0.14,0.92,0.14,1.0,2.2857142857142856,2.2857142857142856,2.875,0.4375,0,-9,23,256,256,49,256,2.833213344056216,4.0,2500,0.02,False,False,0.1024
400,0,128,126,13,391,15,0.32,0.315,0.0325,0.9775,0.0375,1.0158730158730158,9.846153846153847,9.692307692307692,3.1031746031746033,0.1171875,2,-113,139,16384,15876,169,16128,4.859812404361672,11.224972160321824,160000,0.0025,False,True,0.1008
300,1,155,144,9,285,10,0.5166666666666667,0.48,0.03,0.95,0.03333333333333333,1.0763888888888888,17.22222222222222,16.0,1.9791666666666667,0.06451612903225806,11,-145,153,24025,20736,81,22320,5.049856007249537,12.0,90000,0.0033333333333333335,True,False,0.24800000000000003
500,0,147,147,12,488,16,0.294,0.294,0.024,0.976,0.032,1.0,12.25,12.25,3.3197278911564627,0.10884353741496598,0,-131,159,21609,21609,144,21609,4.997212273764115,12.12435565298214,250000,0.002,False,True,0.08643599999999999
300,1,134,122,8,294,11,0.44666666666666666,0.4066666666666667,0.02666666666666667,0.98,0.03666666666666667,1.098360655737705,16.75,15.25,2.4098360655737703,0.08208955223880597,12,-123,130,17956,14884,64,16348,4.90527477843843,11.045361017187261,90000,0.0033333333333333335,True,False,0.18164444444444444
400,0,118,117,12,394,15,0.295,0.2925,0.03,0.985,0.0375,1.0085470085470085,9.833333333333334,9.75,3.3675213675213675,0.1271186440677966,1,-103,129,13924,13689,144,13806,4.77912349311153,10.816653826391969,160000,0.0025,False,True,0.08628749999999999
200,1,89,88,10,192,12,0.445,0.44,0.05,0.96,0.06,1.0113636363636365,8.9,8.8,2.1818181818181817,0.1348314606741573,1,-77,98,7921,7744,100,7832,4.499809670330265,9.38083151964686,40000,0.005,True,False,0.1958
450,0,137,137,11,442,14,0.30444444444444446,0.30444444444444446,0.024444444444444446,0.9822222222222222,0.03111111111111111,1.0,12.454545454545455,12.454545454545455,3.2262773722627736,0.10218978102189781,0,-123,148,18769,18769,121,18769,4.927253685157205,11.704699910719626,202500,0.0022222222222222222,False,True,0.09268641975308643
250,1,105,100,9,244,11,0.42,0.4,0.036,0.976,0.044,1.05,11.666666666666666,11.11111111111111,2.44,0.10476190476190476,5,-94,109,11025,10000,81,10500,4.663439094112067,10.0,62500,0.004,True,False,0.168
300,0,102,95,9,296,12,0.34,0.31666666666666665,0.03,0.9866666666666667,0.04,1.0736842105263158,11.333333333333334,10.555555555555555,3.1157894736842104,0.11764705882352941,7,-90,104,10404,9025,81,9690,4.634728988229636,9.746794344808963,90000,0.0033333333333333335,True,False,0.10766666666666667
50,0,18,17,8,49,9,0.36,0.34,0.16,0.98,0.18,1.0588235294117647,2.25,2.125,2.8823529411764706,0.5,1,-9,25,324,289,64,306,2.9444389791664403,4.123105625617661,2500,0.02,False,False,0.12240000000000001
350,1,160,152,12,343,13,0.45714285714285713,0.4342857142857143,0.03428571428571429,0.98,0.037142857142857144,1.0526315789473684,13.333333333333334,12.666666666666666,2.2565789473684212,0.08125,8,-147,164,25600,23104,144,24320,5.081404364984463,12.328828005937952,122500,0.002857142857142857,False,True,0.19853061224489796
200,0,76,72,11,200,13,0.38,0.36,0.055,1.0,0.065,1.0555555555555556,6.909090909090909,6.545454545454546,2.7777777777777777,0.17105263157894737,4,-63,83,5776,5184,121,5472,4.343805421853684,8.48528137423857,40000,0.005,True,False,0.1368
250,1,113,113,10,244,12,0.452,0.452,0.04,0.976,0.048,1.0,11.3,11.3,2.15929203539823,0.10619469026548672,0,-101,123,12769,12769,100,12769,4.736198448394496,10.63014581273465,62500,0.004,True,False,0.204304
450,0,137,136,11,440,14,0.30444444444444446,0.3022222222222222,0.024444444444444446,0.9777777777777777,0.03111111111111111,1.0073529411764706,12.454545454545455,12.363636363636363,3.235294117647059,0.10218978102189781,1,-123,147,18769,18496,121,18632,4.927253685157205,11.661903789690601,202500,0.0022222222222222222,False,True,0.09200987654320988
400,1,174,158,12,395,15,0.435,0.395,0.03,0.9875,0.0375,1.1012658227848102,14.5,13.166666666666666,2.5,0.08620689655172414,16,-159,170,30276,24964,144,27492,5.1647859739235145,12.569805089976535,160000,0.0025,False,True,0.171825
50,0,17,16,7,36,8,0.34,0.32,0.14,0.72,0.16,1.0625,2.4285714285714284,2.2857142857142856,2.25,0.47058823529411764,1,-9,23,289,256,49,272,2.8903717578961645,4.0,2500,0.02,False,False,0.10880000000000001
100,0,36,35,8,88,11,0.36,0.35,0.08,0.88,0.11,1.0285714285714285,4.5,4.375,2.5142857142857142,0.3055555555555556,1,-25,43,1296,1225,64,1260,3.6109179126442243,5.916079783099616,10000,0.01,False,False,0.126
250,1,107,106,8,244,9,0.428,0.424,0.032,0.976,0.036,1.009433962264151,13.375,13.25,2.30188679245283,0.08411214953271028,1,-98,114,11449,11236,64,11342,4.68213122712422,10.295630140987,62500,0.004,True,False,0.181472
25,1,14,10,7,24,7,0.56,0.4,0.28,0.96,0.28,1.4,2.0,1.4285714285714286,2.4,0.5,4,-7,17,196,100,49,140,2.70805020110221,3.1622776601683795,625,0.04,False,False,0.22400000000000003
25,1,14,13,5,23,6,0.56,0.52,0.2,0.92,0.24,1.0769230769230769,2.8,2.6,1.7692307692307692,0.42857142857142855,1,-8,18,196,169,25,182,2.70805020110221,3.605551275463989,625,0.04,False,False,0.2912
450,0,148,148,12,441,15,0.3288888888888889,0.3288888888888889,0.02666666666666667,0.98,0.03333333333333333,1.0,12.333333333333334,12.333333333333334,2.97972972972973,0.10135135135135136,0,-133,160,21904,21904,144,21904,5.003946305945459,12.165525060596439,202500,0.0022222222222222222,False,True,0.1081679012345679
150,1,65,57,8,145,9,0.43333333333333335,0.38,0.05333333333333334,0.9666666666666667,0.06,1.1403508771929824,8.125,7.125,2.543859649122807,0.13846153846153847,8,-56,65,4225,3249,64,3705,4.189654742026425,7.54983443527075,22500,0.006666666666666667,True,False,0.16466666666666668
500,0,163,163,12,488,14,0.326,0.326,0.024,0.976,0.028,1.0,13.583333333333334,13.583333333333334,2.9938650306748467,0.08588957055214724,0,-149,175,26569,26569,144,26569,5.099866427824199,12.767145334803704,250000,0.002,False,True,0.10627600000000001
200,0,58,58,10,193,11,0.29,0.29,0.05,0.965,0.055,1.0,5.8,5.8,3.3275862068965516,0.1896551724137931,0,-47,68,3364,3364,100,3364,4.07753744390572,7.615773105863909,40000,0.005,True,False,0.0841
25,0,11,8,8,19,8,0.44,0.32,0.32,0.76,0.32,1.375,1.375,1.0,2.375,0.7272727272727273,3,-3,16,121,64,64,88,2.4849066497880004,2.8284271247461903,625,0.04,False,False,0.1408
50,0,22,14,7,47,9,0.44,0.28,0.14,0.94,0.18,1.5714285714285714,3.142857142857143,2.0,3.357142857142857,0.4090909090909091,8,-13,21,484,196,49,308,3.1354942159291497,3.7416573867739413,2500,0.02,False,False,0.12320000000000002
300,1,132,121,9,282,13,0.44,0.4033333333333333,0.03,0.94,0.043333333333333335,1.0909090909090908,14.666666666666666,13.444444444444445,2.330578512396694,0.09848484848484848,11,-119,130,17424,14641,81,15972,4.890349128221754,11.0,90000,0.0033333333333333335,True,False,0.17746666666666666
250,0,94,94,11,243,14,0.376,0.376,0.044,0.972,0.056,1.0,8.545454545454545,8.545454545454545,2.5851063829787235,0.14893617021276595,0,-80,105,8836,8836,121,8836,4.553876891600541,9.695359714832659,62500,0.004,True,False,0.141376
200,1,90,76,8,195,10,0.45,0.38,0.04,0.975,0.05,1.1842105263157894,11.25,9.5,2.5657894736842106,0.1111111111111111,14,-80,84,8100,5776,64,6840,4.51085950651685,8.717797887081348,40000,0.005,True,False,0.171
100,0,25,24,9,95,11,0.25,0.24,0.09,0.95,0.11,1.0416666666666667,2.7777777777777777,2.6666666666666665,3.9583333333333335,0.44,1,-14,33,625,576,81,600,3.258096538021482,4.898979485566356,10000,0.01,False,False,0.06
150,1,68,65,9,145,12,0.4533333333333333,0.43333333333333335,0.06,0.9666666666666667,0.08,1.0461538461538462,7.555555555555555,7.222222222222222,2.230769230769231,0.17647058823529413,3,-56,74,4624,4225,81,4420,4.23410650459726,8.06225774829855,22500,0.006666666666666667,True,False,0.19644444444444445
100,0,32,30,9,93,10,0.32,0.3,0.09,0.93,0.1,1.0666666666666667,3.5555555555555554,3.3333333333333335,3.1,0.3125,2,-22,39,1024,900,81,960,3.4965075614664802,5.477225575051661,10000,0.01,False,False,0.096
150,1,69,63,7,146,9,0.46,0.42,0.04666666666666667,0.9733333333333334,0.06,1.0952380952380953,9.857142857142858,9.0,2.3174603174603177,0.13043478260869565,6,-60,70,4761,3969,49,4347,4.248495242049359,7.937253933193772,22500,0.006666666666666667,True,False,0.1932
300,1,135,128,11,291,13,0.45,0.4266666666666667,0.03666666666666667,0.97,0.043333333333333335,1.0546875,12.272727272727273,11.636363636363637,2.2734375,0.0962962962962963,7,-122,139,18225,16384,121,17280,4.912654885736052,11.313708498984761,90000,0.0033333333333333335,True,False,0.192
100,1,53,53,10,97,10,0.53,0.53,0.1,0.97,0.1,1.0,5.3,5.3,1.830188679245283,0.18867924528301888,0,-43,63,2809,2809,100,2809,3.9889840465642745,7.280109889280518,10000,0.01,False,False,0.28090000000000004
450,1,205,193,11,441,13,0.45555555555555555,0.4288888888888889,0.024444444444444446,0.98,0.028888888888888888,1.0621761658031088,18.636363636363637,17.545454545454547,2.284974093264249,0.06341463414634146,12,-192,204,42025,37249,121,39565,5.327876168789581,13.892443989449804,202500,0.0022222222222222222,False,True,0.1953827160493827
450,0,148,148,13,445,14,0.3288888888888889,0.3288888888888889,0.028888888888888888,0.9888888888888889,0.03111111111111111,1.0,11.384615384615385,11.384615384615385,3.0067567567567566,0.0945945945945946,0,-134,161,21904,21904,169,21904,5.003946305945459,12.165525060596439,202500,0.0022222222222222222,False,True,0.1081679012345679
25,1,14,14,5,22,5,0.56,0.56,0.2,0.88,0.2,1.0,2.8,2.8,1.5714285714285714,0.35714285714285715,0,-9,19,196,196,25,196,2.70805020110221,3.7416573867739413,625,0.04,False,False,0.31360000000000005
25,0,11,11,4,23,4,0.44,0.44,0.16,0.92,0.16,1.0,2.75,2.75,2.090909090909091,0.36363636363636365,0,-7,15,121,121,16,121,2.4849066497880004,3.3166247903554,625,0.04,False,False,0.1936
350,0,103,103,12,342,16,0.29428571428571426,0.29428571428571426,0.03428571428571429,0.9771428571428571,0.045714285714285714,1.0,8.583333333333334,8.583333333333334,3.320388349514563,0.1553398058252427,0,-87,115,10609,10609,144,10609,4.6443908991413725,10.14889156509222,122500,0.002857142857142857,False,True,0.08660408163265304
350,0,121,121,11,342,14,0.3457142857142857,0.3457142857142857,0.03142857142857143,0.9771428571428571,0.04,1.0,11.0,11.0,2.8264462809917354,0.11570247933884298,0,-107,132,14641,14641,121,14641,4.804021044733257,11.0,122500,0.002857142857142857,False,True,0.11951836734693877
200,1,93,87,10,193,10,0.465,0.435,0.05,0.965,0.05,1.0689655172413792,9.3,8.7,2.218390804597701,0.10752688172043011,6,-83,97,8649,7569,100,8091,4.543294782270004,9.327379053088816,40000,0.005,True,False,0.202275
350,1,142,131,9,344,11,0.4057142857142857,0.3742857142857143,0.025714285714285714,0.9828571428571429,0.03142857142857143,1.083969465648855,15.777777777777779,14.555555555555555,2.6259541984732824,0.07746478873239436,11,-131,140,20164,17161,81,18602,4.962844630259907,11.445523142259598,122500,0.002857142857142857,False,True,0.15185306122448977
50,1,24,23,7,45,7,0.48,0.46,0.14,0.9,0.14,1.0434782608695652,3.4285714285714284,3.2857142857142856,1.9565217391304348,0.2916666666666667,1,-17,30,576,529,49,552,3.2188758248682006,4.795831523312719,2500,0.02,False,False,0.2208
250,1,122,110,12,248,13,0.488,0.44,0.048,0.992,0.052,1.1090909090909091,10.166666666666666,9.166666666666666,2.2545454545454544,0.10655737704918032,12,-109,122,14884,12100,144,13420,4.812184355372417,10.488088481701515,62500,0.004,True,False,0.21472
250,1,94,94,13,247,14,0.376,0.376,0.052,0.988,0.056,1.0,7.230769230769231,7.230769230769231,2.627659574468085,0.14893617021276595,0,-80,107,8836,8836,169,8836,4.553876891600541,9.695359714832659,62500,0.004,True,False,0.141376
450,1,215,209,12,442,13,0.4777777777777778,0.46444444444444444,0.02666666666666667,0.9822222222222222,0.028888888888888888,1.0287081339712918,17.916666666666668,17.416666666666668,2.1148325358851676,0.06046511627906977,6,-202,221,46225,43681,144,44935,5.375278407684165,14.45683229480096,202500,0.0022222222222222222,False,True,0.22190123456790123
150,1,77,75,9,144,11,0.5133333333333333,0.5,0.06,0.96,0.07333333333333333,1.0266666666666666,8.555555555555555,8.333333333333334,1.92,0.14285714285714285,2,-66,84,5929,5625,81,5775,4.356708826689592,8.660254037844387,22500,0.006666666666666667,True,False,0.25666666666666665
300,0,95,95,10,276,13,0.31666666666666665,0.31666666666666665,0.03333333333333333,0.92,0.043333333333333335,1.0,9.5,9.5,2.905263157894737,0.1368421052631579,0,-82,105,9025,9025,100,9025,4.564348191467836,9.746794344808963,90000,0.0033333333333333335,True,False,0.10027777777777777
50,0,20,14,8,42,9,0.4,0.28,0.16,0.84,0.18,1.4285714285714286,2.5,1.75,3.0,0.45,6,-11,22,400,196,64,280,3.044522437723423,3.7416573867739413,2500,0.02,False,False,0.11200000000000002
400,1,183,162,15,397,15,0.4575,0.405,0.0375,0.9925,0.0375,1.1296296296296295,12.2,10.8,2.450617283950617,0.08196721311475409,21,-168,177,33489,26244,225,29646,5.214935757608986,12.727922061357855,160000,0.0025,False,True,0.18528750000000002
500,1,236,220,12,492,15,0.472,0.44,0.024,0.984,0.03,1.0727272727272728,19.666666666666668,18.333333333333332,2.2363636363636363,0.0635593220338983,16,-221,232,55696,48400,144,51920,5.4680601411351315,14.832396974191326,250000,0.002,False,True,0.20768
400,1,203,177,11,395,13,0.5075,0.4425,0.0275,0.9875,0.0325,1.1468926553672316,18.454545454545453,16.09090909090909,2.231638418079096,0.06403940886699508,26,-190,188,41209,31329,121,35931,5.318119993844216,13.30413469565007,160000,0.0025,False,True,0.22456874999999998
450,0,140,132,13,443,15,0.3111111111111111,0.29333333333333333,0.028888888888888888,0.9844444444444445,0.03333333333333333,1.0606060606060606,10.76923076923077,10.153846153846153,3.356060606060606,0.10714285714285714,8,-125,145,19600,17424,169,18480,4.948759890378168,11.489125293076057,202500,0.0022222222222222222,False,True,0.09125925925925926
400,1,199,183,13,393,15,0.4975,0.4575,0.0325,0.9825,0.0375,1.0874316939890711,15.307692307692308,14.076923076923077,2.1475409836065573,0.07537688442211055,16,-184,196,39601,33489,169,36417,5.298317366548036,13.527749258468683,160000,0.0025,False,True,0.22760625
200,0,61,61,9,192,13,0.305,0.305,0.045,0.96,0.065,1.0,6.777777777777778,6.777777777777778,3.1475409836065573,0.21311475409836064,0,-48,70,3721,3721,81,3721,4.127134385045092,7.810249675906654,40000,0.005,True,False,0.093025
200,0,64,64,11,191,11,0.32,0.32,0.055,0.955,0.055,1.0,5.818181818181818,5.818181818181818,2.984375,0.171875,0,-53,75,4096,4096,121,4096,4.174387269895637,8.0,40000,0.005,True,False,0.1024
25,0,9,7,6,20,6,0.36,0.28,0.24,0.8,0.24,1.2857142857142858,1.5,1.1666666666666667,2.857142857142857,0.6666666666666666,2,-3,13,81,49,36,63,2.302585092994046,2.6457513110645907,625,0.04,False,False,0.1008
450,1,204,190,14,447,16,0.4533333333333333,0.4222222222222222,0.03111111111111111,0.9933333333333333,0.035555555555555556,1.0736842105263158,14.571428571428571,13.571428571428571,2.3526315789473684,0.0784313725490196,14,-188,204,41616,36100,196,38760,5.3230099791384085,13.784048752090222,202500,0.0022222222222222222,False,True,0.1914074074074074
150,1,66,66,8,138,10,0.44,0.44,0.05333333333333334,0.92,0.06666666666666667,1.0,8.25,8.25,2.090909090909091,0.15151515151515152,0,-56,74,4356,4356,64,4356,4.204692619390966,8.12403840463596,22500,0.006666666666666667,True,False,0.1936
300,1,136,128,11,295,12,0.4533333333333333,0.4266666666666667,0.03666666666666667,0.9833333333333333,0.04,1.0625,12.363636363636363,11.636363636363637,2.3046875,0.08823529411764706,8,-124,139,18496,16384,121,17408,4.919980925828125,11.313708498984761,90000,0.0033333333333333335,True,False,0.19342222222222222
200,1,98,98,9,192,11,0.49,0.49,0.045,0.96,0.055,1.0,10.88888888888889,10.88888888888889,1.9591836734693877,0.11224489795918367,0,-87,107,9604,9604,81,9604,4.59511985013459,9.899494936611665,40000,0.005,True,False,0.24009999999999998
450,1,195,169,11,444,13,0.43333333333333335,0.37555555555555553,0.024444444444444446,0.9866666666666667,0.028888888888888888,1.1538461538461537,17.727272727272727,15.363636363636363,2.6272189349112427,0.06666666666666667,26,-182,180,38025,28561,121,32955,5.278114659230517,13.0,202500,0.0022222222222222222,False,True,0.16274074074074074
350,0,116,116,13,343,14,0.3314285714285714,0.3314285714285714,0.037142857142857144,0.98,0.04,1.0,8.923076923076923,8.923076923076923,2.956896551724138,0.1206896551724138,0,-102,129,13456,13456,169,13456,4.762173934797756,10.770329614269007,122500,0.002857142857142857,False,True,0.10984489795918366
25,1,15,13,5,22,5,0.6,0.52,0.2,0.88,0.2,1.1538461538461537,3.0,2.6,1.6923076923076923,0.3333333333333333,2,-10,18,225,169,25,195,2.772588722239781,3.605551275463989,625,0.04,False,False,0.312
300,1,140,127,11,298,13,0.4666666666666667,0.42333333333333334,0.03666666666666667,0.9933333333333333,0.043333333333333335,1.1023622047244095,12.727272727272727,11.545454545454545,2.3464566929133857,0.09285714285714286,13,-127,138,19600,16129,121,17780,4.948759890378168,11.269427669584644,90000,0.0033333333333333335,True,False,0.19755555555555557
250,0,77,77,12,239,15,0.308,0.308,0.048,0.956,0.06,1.0,6.416666666666667,6.416666666666667,3.103896103896104,0.19480519480519481,0,-62,89,5929,5929,144,5929,4.356708826689592,8.774964387392123,62500,0.004,True,False,0.094864
100,1,42,38,8,96,8,0.42,0.38,0.08,0.96,0.08,1.105263157894737,5.25,4.75,2.526315789473684,0.19047619047619047,4,-34,46,1764,1444,64,1596,3.7612001156935624,6.164414002968976,10000,0.01,False,False,0.1596
100,1,49,49,8,97,9,0.49,0.49,0.08,0.97,0.09,1.0,6.125,6.125,1.9795918367346939,0.1836734693877551,0,-40,57,2401,2401,64,2401,3.912023005428146,7.0,10000,0.01,False,False,0.24009999999999998
450,0,132,132,15,439,16,0.29333333333333333,0.29333333333333333,0.03333333333333333,0.9755555555555555,0.035555555555555556,1.0,8.8,8.8,3.3257575757575757,0.12121212121212122,0,-116,147,17424,17424,225,17424,4.890349128221754,11.489125293076057,202500,0.0022222222222222222,False,True,0.08604444444444445
450,0,132,132,10,441,13,0.29333333333333333,0.29333333333333333,0.022222222222222223,0.98,0.028888888888888888,1.0,13.2,13.2,3.340909090909091,0.09848484848484848,0,-119,142,17424,17424,100,17424,4.890349128221754,11.489125293076057,202500,0.0022222222222222222,False,True,0.08604444444444445
400,1,202,185,13,393,15,0.505,0.4625,0.0325,0.9825,0.0375,1.0918918918918918,15.538461538461538,14.23076923076923,2.1243243243243244,0.07425742574257425,17,-187,198,40804,34225,169,37370,5.313205979041787,13.601470508735444,160000,0.0025,False,True,0.2335625
200,1,93,86,7,184,9,0.465,0.43,0.035,0.92,0.045,1.0813953488372092,13.285714285714286,12.285714285714286,2.13953488372093,0.0967741935483871,7,-84,93,8649,7396,49,7998,4.543294782270004,9.273618495495704,40000,0.005,True,False,0.19995000000000002
500,0,141,141,10,491,13,0.282,0.282,0.02,0.982,0.026,1.0,14.1,14.1,3.482269503546099,0.09219858156028368,0,-128,151,19881,19881,100,19881,4.955827057601261,11.874342087037917,250000,0.002,False,True,0.07952399999999998
300,1,155,103,9,291,11,0.5166666666666667,0.3433333333333333,0.03,0.97,0.03666666666666667,1.5048543689320388,17.22222222222222,11.444444444444445,2.825242718446602,0.07096774193548387,52,-144,112,24025,10609,81,15965,5.049856007249537,10.14889156509222,90000,0.0033333333333333335,True,False,0.1773888888888889
200,0,64,64,10,191,12,0.32,0.32,0.05,0.955,0.06,1.0,6.4,6.4,2.984375,0.1875,0,-52,74,4096,4096,100,4096,4.174387269895637,8.0,40000,0.005,True,False,0.1024
350,0,99,99,10,343,14,0.28285714285714286,0.28285714285714286,0.02857142857142857,0.98,0.04,1.0,9.9,9.9,3.4646464646464645,0.1414141414141414,0,-85,109,9801,9801,100,9801,4.605170185988092,9.9498743710662,122500,0.002857142857142857,False,True,0.08000816326530613
200,0,70,70,10,192,12,0.35,0.35,0.05,0.96,0.06,1.0,7.0,7.0,2.742857142857143,0.17142857142857143,0,-58,80,4900,4900,100,4900,4.2626798770413155,8.366600265340756,40000,0.005,True,False,0.12249999999999998
250,0,73,73,8,217,11,0.292,0.292,0.032,0.868,0.044,1.0,9.125,9.125,2.9726027397260273,0.1506849315068493,0,-62,81,5329,5329,64,5329,4.30406509320417,8.54400374531753,62500,0.004,True,False,0.08526399999999999
50,1,24,21,7,46,8,0.48,0.42,0.14,0.92,0.16,1.1428571428571428,3.4285714285714284,3.0,2.1904761904761907,0.3333333333333333,3,-16,28,576,441,49,504,3.2188758248682006,4.58257569495584,2500,0.02,False,False,0.20159999999999997
200,1,92,91,10,193,11,0.46,0.455,0.05,0.965,0.055,1.010989010989011,9.2,9.1,2.120879120879121,0.11956521739130435,1,-81,101,8464,8281,100,8372,4.532599493153256,9.539392014169456,40000,0.005,True,False,0.2093
50,1,31,24,5,46,6,0.62,0.48,0.1,0.92,0.12,1.2916666666666667,6.2,4.8,1.9166666666666667,0.1935483870967742,7,-25,29,961,576,25,744,3.4657359027997265,4.898979485566356,2500,0.02,False,False,0.2976
350,1,160,155,12,340,13,0.45714285714285713,0.44285714285714284,0.03428571428571429,0.9714285714285714,0.037142857142857144,1.032258064516129,13.333333333333334,12.916666666666666,2.193548387096774,0.08125,5,-147,167,25600,24025,144,24800,5.081404364984463,12.449899597988733,122500,0.002857142857142857,False,True,0.20244897959183672
100,1,49,48,7,96,9,0.49,0.48,0.07,0.96,0.09,1.0208333333333333,7.0,6.857142857142857,2.0,0.1836734693877551,1,-40,55,2401,2304,49,2352,3.912023005428146,6.928203230275509,10000,0.01,False,False,0.2352
300,1,140,128,13,295,15,0.4666666666666667,0.4266666666666667,0.043333333333333335,0.9833333333333333,0.05,1.09375,10.76923076923077,9.846153846153847,2.3046875,0.10714285714285714,12,-125,141,19600,16384,169,17920,4.948759890378168,11.313708498984761,90000,0.0033333333333333335,True,False,0.19911111111111113
400,1,169,159,9,396,12,0.4225,0.3975,0.0225,0.99,0.03,1.0628930817610063,18.77777777777778,17.666666666666668,2.490566037735849,0.07100591715976332,10,-157,168,28561,25281,81,26871,5.135798437050262,12.609520212918492,160000,0.0025,False,True,0.16794375
350,0,116,116,10,340,13,0.3314285714285714,0.3314285714285714,0.02857142857142857,0.9714285714285714,0.037142857142857144,1.0,11.6,11.6,2.9310344827586206,0.11206896551724138,0,-103,126,13456,13456,100,13456,4.762173934797756,10.770329614269007,122500,0.002857142857142857,False,True,0.10984489795918366
50,1,22,20,5,41,5,0.44,0.4,0.1,0.82,0.1,1.1,4.4,4.0,2.05,0.22727272727272727,2,-17,25,484,400,25,440,3.1354942159291497,4.47213595499958,2500,0.02,False,False,0.17600000000000002
50,0,17,17,6,39,8,0.34,0.34,0.12,0.78,0.16,1.0,2.8333333333333335,2.8333333333333335,2.2941176470588234,0.47058823529411764,0,-9,23,289,289,36,289,2.8903717578961645,4.123105625617661,2500,0.02,False,False,0.11560000000000002
400,0,116,113,10,391,13,0.29,0.2825,0.025,0.9775,0.0325,1.0265486725663717,11.6,11.3,3.4601769911504423,0.11206896551724138,3,-103,123,13456,12769,100,13108,4.762173934797756,10.63014581273465,160000,0.0025,False,True,0.08192499999999998
250,0,70,70,12,244,13,0.28,0.28,0.048,0.976,0.052,1.0,5.833333333333333,5.833333333333333,3.4857142857142858,0.18571428571428572,0,-57,82,4900,4900,144,4900,4.2626798770413155,8.366600265340756,62500,0.004,True,False,0.07840000000000001
300,1,132,129,10,293,12,0.44,0.43,0.03333333333333333,0.9766666666666667,0.04,1.0232558139534884,13.2,12.9,2.2713178294573644,0.09090909090909091,3,-120,139,17424,16641,100,17028,4.890349128221754,11.357816691600547,90000,0.0033333333333333335,True,False,0.1892
100,1,57,41,9,94,10,0.57,0.41,0.09,0.94,0.1,1.3902439024390243,6.333333333333333,4.555555555555555,2.292682926829268,0.17543859649122806,16,-47,50,3249,1681,81,2337,4.060443010546419,6.4031242374328485,10000,0.01,False,False,0.23369999999999996
500,0,165,165,13,496,16,0.33,0.33,0.026,0.992,0.032,1.0,12.692307692307692,12.692307692307692,3.006060606060606,0.09696969696969697,0,-149,178,27225,27225,169,27225,5.111987788356544,12.84523257866513,250000,0.002,False,True,0.10890000000000001
25,0,8,8,4,19,6,0.32,0.32,0.16,0.76,0.24,1.0,2.0,2.0,2.375,0.75,0,-2,12,64,64,16,64,2.1972245773362196,2.8284271247461903,625,0.04,False,False,0.1024
400,1,178,169,11,395,14,0.445,0.4225,0.0275,0.9875,0.035,1.0532544378698225,16.181818181818183,15.363636363636363,2.337278106508876,0.07865168539325842,9,-164,180,31684,28561,121,30082,5.187385805840755,13.0,160000,0.0025,False,True,0.1880125
250,0,69,68,12,240,13,0.276,0.272,0.048,0.96,0.052,1.0147058823529411,5.75,5.666666666666667,3.5294117647058822,0.18840579710144928,1,-56,80,4761,4624,144,4692,4.248495242049359,8.246211251235321,62500,0.004,True,False,0.07507200000000001
